INSTNM,ZIP,ZIP5,lat,lon
Newberry School of Beauty,91344-7401,91344,34.2771,-118.4992
North Adrian's College of Beauty Inc,95350-2381,95350,37.6746,-121.0113
North-West College-Pomona,91768,91768,34.0662,-117.7763
North-West College-West Covina,91790,91790,34.0673,-117.9366
North-West College-Van Nuys,91411,91411,34.1781,-118.4574
Notre Dame de Namur University,94002-1908,94002,37.5174,-122.2927
Occidental College,90041-3392,90041,34.1339,-118.2082
Oceanside College of Beauty,92054-5356,92054,33.2072,-117.3573
Ohlone College,94539-0390,94539,37.5176,-121.9287
Orange Coast College,92626,92626,33.6801,-117.9085
Otis College of Art and Design,90045-3505,90045,33.9631,-118.3941
Oxnard College,93033-6699,93033,34.1685,-119.1717
Hope International University,92831-3199,92831,33.8873,-117.8946
Concorde Career College-San Diego,92113-1964,92113,32.697,-117.1153
Palo Alto University,94304-1337,94304,37.4334,-122.1842
Pacific Lutheran Theological Seminary,94708-1597,94708,37.8918,-122.2604
Pacific Oaks College,91103,91103,34.1669,-118.1551
Pacific School of Religion,94709,94709,37.8784,-122.2655
Pacific States University,90010-2263,90010,34.0606,-118.3027
Pacific Union College,94508-9707,94508,38.5769,-122.4477
University of the Pacific,95211-0197,95211,37.9809,-121.311
Palmer College of Chiropractic-San Jose,95134-1617,95134,37.4087,-121.9406
Palo Verde College,92225,92225,33.6103,-114.5963
Palomar College,92069-1487,92069,33.1444,-117.1697
Marinello Schools of Beauty-Paramount,90723,90723,33.8969,-118.1632
Paris Beauty College,94520,94520,37.9823,-122.0362
Pasadena City College,91106-2003,91106,34.1435,-118.1266
Patten University,94601,94601,37.7806,-122.2166
Pepperdine University,90263,90263,34.005,-118.8101
Pitzer College,91711-6101,91711,34.1092,-117.7183
Platt College-San Diego,92115-3919,92115,32.7607,-117.0721
Point Loma Nazarene University,92106-2899,92106,32.7272,-117.2268
Pomona College,91711-4434,91711,34.1092,-117.7183
Porterville College,93257,93257,36.0686,-119.0315
Westwood College-South Bay,90502,90502,33.8286,-118.292
Professional Institute of Beauty,91731,91731,34.0791,-118.0371
Santa Ana College,92706-3398,92706,33.7691,-117.8855
Pardee RAND Graduate School,90401-3208,90401,34.0176,-118.4907
University of Redlands,92373-0999,92373,34.0397,-117.1804
College of the Redwoods,95501-9300,95501,40.7938,-124.1573
Salon Success Academy-Upland,91786,91786,34.1144,-117.6583
Salon Success Academy-Corona,92881,92881,33.8241,-117.5198
Marinello Schools of Beauty-Huntington Beach,92646,92646,33.6654,-117.9686
Rio Hondo College,90601-1616,90601,34.0011,-118.0371
Riverside City College,92506,92506,33.9455,-117.3757
Argosy University-San Francisco Bay Area,94501,94501,37.7706,-122.2648
Rosemead Beauty School,91770-1639,91770,34.0658,-118.0853
Dongguk University Los Angeles,90020-1704,90020,34.0665,-118.3022
Sacramento City College,95822-1386,95822,38.5091,-121.4935
Saddleback College,92692-3635,92692,33.6144,-117.6433
Samra University of Oriental Medicine,90015-1019,90015,34.0434,-118.2716
Samuel Merritt University,94609,94609,37.8361,-122.2637
San Diego City College,92101-4787,92101,32.7185,-117.1593
Golf Academy of America-San Diego,92008,92008,33.1602,-117.325
San Diego Mesa College,92111-4998,92111,32.7972,-117.1708
San Diego Miramar College,92126-2999,92126,32.9161,-117.1402
San Diego State University,92182-0001,92182,32.7751,-117.0762
University of San Diego,92110-2492,92110,32.7635,-117.2028
San Francisco Art Institute,94133-2299,94133,37.8002,-122.4091
San Francisco Conservatory of Music,94102-6011,94102,37.7813,-122.4167
San Francisco State University,94132,94132,37.7211,-122.4754
University of Redlands Graduate School of Theology,94960-0000,94960,37.9846,-122.5711
University of San Francisco,94117-1080,94117,37.7712,-122.4413
San Joaquin College of Law,93612-1312,93612,36.8149,-119.7106
San Joaquin Delta College,95207,95207,38.0024,-121.3238
San Joaquin Valley College-Visalia,93291-9283,93291,36.3551,-119.301
San Joaquin Valley College-Bakersfield,93309-2659,93309,35.3384,-119.0627
William Jessup University,95765-3707,95765,38.8136,-121.2677
San Jose City College,95128-2798,95128,37.3163,-121.9356
San Jose State University,95192-0001,95192,37.3383,-121.8801
College of San Mateo,94402-3784,94402,37.5507,-122.3276
Santa Barbara Business College-Bakersfield,93309,93309,35.3384,-119.0627
Westwood College-Los Angeles,90010,90010,34.0606,-118.3027
Santa Barbara Business College-Santa Maria,93454,93454,34.9545,-120.4325
Santa Barbara City College,93109-2394,93109,34.4038,-119.7194
Santa Clara University,95053,95053,37.3498,-121.9378
Santa Monica College,90405-1628,90405,34.01,-118.4717
Santa Rosa Junior College,95401-4395,95401,38.4432,-122.7547
Saybrook University,91103,91103,34.1669,-118.1551
Scripps College,91711-3905,91711,34.1092,-117.7183
Wyotech-Fremont,94539,94539,37.5176,-121.9287
College of the Sequoias,93277-2214,93277,36.3114,-119.3065
Shasta Bible College and Graduate School,96002,96002,40.5486,-122.3339
Shasta College,96003,96003,40.6278,-122.353
Sierra College,95677-3397,95677,38.7877,-121.2366
Sierra College of Beauty,95340,95340,37.2983,-120.4649
Sierra Valley College of Court Reporting,93726,93726,36.7949,-119.7604
Simpson University,96003-8606,96003,40.6278,-122.353
College of the Siskiyous,96094-2899,96094,41.4226,-122.3861
Charles A Jones Career and Education Center,95824-1529,95824,38.5178,-121.4419
Skyline College,94066-1698,94066,37.6247,-122.429
San Bernardino Valley College,92410-2798,92410,34.1069,-117.2975
Saint Mary's College of California,94575,94575,37.7772,-121.9554
Solano Community College,94534-3197,94534,38.2423,-122.1314
Sonoma State University,94928-3609,94928,38.347,-122.6941
Pinnacle College,91803,91803,34.0745,-118.1434
South Baylo University,92801-1701,92801,33.8428,-117.9546
South Coast College,92868-2609,92868,33.7875,-117.8776
Vanguard University of Southern California,92626,92626,33.6801,-117.9085
Concorde Career College-Garden Grove,92840-9201,92840,33.7869,-117.9273
Southwestern College,91910-7299,91910,32.6371,-117.0676
St John's Seminary,93012-2500,93012,34.2218,-118.9866
Starr King School for the Ministry,94612,94612,37.8085,-122.2668
Marshall B Ketchum University,92831-1699,92831,33.8873,-117.8946
Southern California Institute of Architecture,90013-1822,90013,34.0448,-118.2434
University of Southern California,90089,90089,33.7866,-118.2987
Southwestern Law School,90010-1106,90010,34.0606,-118.3027
Taft College,93268,93268,35.1482,-119.4557
Claremont School of Theology,91711-3199,91711,34.1092,-117.7183
Thomas Aquinas College,93060,93060,34.3547,-119.0713
Marinello Schools of Beauty-Lake Forest,92630,92630,33.6437,-117.6868
Epic Bible College & Graduate School,95841,95841,38.6627,-121.3406
UEI College-Huntington Park,90255-2933,90255,33.9769,-118.2161
Concorde Career College-San Bernardino,92408-3403,92408,34.0831,-117.2711
Universal College of Beauty Inc-Los Angeles 1,90044,90044,33.9551,-118.2901
Vallecitos CET Inc,94541-5027,94541,37.674,-122.0894
Concorde Career College-North Hollywood,91606-3134,91606,34.1872,-118.3865
Ventura College,93003-3872,93003,34.2846,-119.2222
Bridges Beauty College,92395-3821,92395,34.5016,-117.2944
Victor Valley College,92395-5850,92395,34.5016,-117.2944
Berkeley City College,94704,94704,37.8664,-122.257
Walden University,55401,55401,44.9835,-93.2683
Maxine Waters Employment Preparation Center,90059,90059,33.9293,-118.2463
Coalinga College,93210,93210,36.1624,-120.3489
West Los Angeles College,90230-3519,90230,33.9949,-118.3991
West Valley College,95070,95070,37.2713,-122.0227
West Valley Occupational Center,91367,91367,34.1767,-118.6159
Carrington College-Sacramento,95826,95826,38.5539,-121.3693
Westminster Theological Seminary in California,92027,92027,33.1388,-117.052
Westmont College,93108-1089,93108,34.4378,-119.6159
Whittier College,90601,90601,34.0011,-118.0371
Woodbury University,91504-1052,91504,34.2001,-118.3264
The Wright Institute,94704-1796,94704,37.8664,-122.257
Western State College of Law at Argosy University,92618-3601,92618,33.7074,-117.7054
Thomas Jefferson School of Law,92101,92101,32.7185,-117.1593
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,90046-7660,90046,34.1074,-118.3652
Yuba College,95901,95901,39.1663,-121.5105
The Salon Professional Academy-Grand Junction,81501,81501,39.0783,-108.5457
Adams State University,81101,81101,37.4703,-105.8786
Aims Community College,80634,80634,40.4109,-104.7541
Arapahoe Community College,80160-9002,80160,39.6133,-105.0166
Bel-Rea Institute of Animal Technology,80247,80247,39.6971,-104.8819
Altierus Career College-Colorado Springs,80916-2300,80916,38.8076,-104.7403
Boulder College of Massage Therapy,803013295,80301,40.0497,-105.2143
University of Colorado Denver/Anschutz Medical Campus,80217-3364,80217,39.7392,-104.9847
University of Colorado Colorado Springs,80918,80918,38.9129,-104.7734
Spartan College of Aeronautics and Technology,80021-3465,80021,39.8854,-105.1139
University of Colorado Boulder,80309-0017,80309,40.015,-105.2705
Colorado Christian University,80226,80226,39.7123,-105.0918
Colorado College,80903,80903,38.8388,-104.8145
Concorde Career College-Aurora,80010-4314,80010,39.7368,-104.8646
The Art Institute of Colorado,80203-2983,80203,39.7313,-104.9811
Colorado Mountain College,81601-0233,81601,39.5296,-107.3252
Colorado Northwestern Community College,81648-3598,81648,40.0828,-108.7991
Colorado School of Mines,80401,80401,39.7305,-105.1915
Colorado School of Trades,80215-2996,80215,39.7435,-105.1009
Colorado State University-Fort Collins,80523-0100,80523,40.5853,-105.0844
Colorado Technical University-Colorado Springs,80907-3812,80907,38.876,-104.817
Empire Beauty School-Lakewood,80226,80226,39.7123,-105.0918
Community College of Aurora,80011-9036,80011,39.7378,-104.8152
CollegeAmerica-Denver,80222,80222,39.671,-104.9279
Technical College of the Rockies,81416,81416,38.7349,-108.0604
Prince Institute-Rocky Mountains,80031-2901,80031,39.8753,-105.0345
Community College of Denver,80204-2026,80204,39.734,-105.0259
Lincoln College of Technology-Denver,80239,80239,39.7878,-104.8288
Denver Seminary,80120,80120,39.5994,-105.0044
Westwood College-Denver North,80221,80221,39.838,-104.9988
University of Denver,80208,80208,39.7392,-104.9847
Emily Griffith Technical College,80203,80203,39.7313,-104.9811
Fort Lewis College,81301-3999,81301,37.2874,-107.8617
Front Range Community College,80031,80031,39.8753,-105.0345
Glenwood Beauty Academy,81601,81601,39.5296,-107.3252
Hair Dynamics Education Center,80525,80525,40.5384,-105.0547
Iliff School of Theology,80210-4798,80210,39.679,-104.9631
International Salon and Spa Academy,80918-3684,80918,38.9129,-104.7734
Lamar Community College,81052-3999,81052,38.0841,-102.6192
Colorado Mesa University,81501-3122,81501,39.0783,-108.5457
Metropolitan State University of Denver,80217-3362,80217,39.7392,-104.9847
Morgan Community College,80701,80701,40.2541,-103.8031
Naropa University,80302-6697,80302,40.0172,-105.2851
National American University-Colorado Springs,80920,80920,38.9497,-104.767
National American University-Denver,80222-3308,80222,39.671,-104.9279
Nazarene Bible College,80920,80920,38.9497,-104.767
Northeastern Junior College,80751-2944,80751,40.6306,-103.2212
University of Northern Colorado,80639,80639,40.3993,-104.7017
Otero College,81050,81050,37.9546,-103.6644
Altierus Career College-Thornton,80229-4339,80229,39.8671,-104.9227
Pikes Peak State College,80906-5498,80906,38.7902,-104.8199
IBMC College,80919,80919,38.9268,-104.8464
Pueblo Community College,81004-1499,81004,38.2441,-104.6278
Red Rocks Community College,80228-1255,80228,39.6888,-105.156
Regis University,80221-1099,80221,39.838,-104.9988
Rocky Mountain College of Art and Design,80214,80214,39.7436,-105.0643
Montessori Education Center of the Rockies,80205,80205,39.759,-104.9661
San Juan Basin Technical College,81328-9196,81328,37.3471,-108.2982
Colorado State University Pueblo,81001-4901,81001,38.2879,-104.5848
Pickens Technical College,80011-9307,80011,39.7378,-104.8152
Intellitec College-Colorado Springs,80909-6096,80909,38.852,-104.7735
Intellitec College-Grand Junction,81506,81506,39.1032,-108.5491
Artistic Beauty Colleges-Westminster,80030,80030,39.8302,-105.037
Trinidad State College,81082,81082,37.2691,-104.5038
United States Air Force Academy,80840-5002,80840,39.0896,-103.8188
Empire Beauty School-Thornton,80233,80233,39.9015,-104.9407
Western Colorado University,81231,81231,38.5458,-106.9253
Yeshiva Toras Chaim Talmudical Seminary,80204,80204,39.734,-105.0259
Albertus Magnus College,06511-1189,06511,41.3184,-72.9318
Paul Mitchell the School-Danbury,06810,06810,41.3917,-73.4532
Asnuntuck Community College,06082,06082,41.989,-72.5652
Bais Binyomin Academy,10952,10952,41.1163,-74.0736
Branford Hall Career Institute-Branford Campus,06405,06405,41.28,-72.8106
Lincoln College of New England-Southington,06489-1057,06489,41.6052,-72.8727
Bridgeport Hospital School of Nursing,06610,06610,41.2005,-73.1688
University of Bridgeport,06604-5620,06604,41.1796,-73.2019
Butler Business School Inc,06604,06604,41.1796,-73.2019
Central Connecticut State University,06050,06050,41.666,-72.7784
Charter Oak State College,06051,06051,41.6667,-72.7722
Cortiva Institute,06416,06416,41.6105,-72.6663
Connecticut College,06320-4196,06320,41.3507,-72.1062
Marinello Schools of Beauty-East Hartford,06108,06108,41.7803,-72.618
Porter & Chester Institute of Hamden,06514,06514,41.362,-72.9361
University of Connecticut,06269,06269,41.808,-72.251
Goodwin University,06118,06118,41.7472,-72.6103
Lincoln Technical Institute-East Windsor,06088,06088,41.9099,-72.6029
Eastern Connecticut State University,06226,06226,41.7149,-72.2134
Fairfield University,06824-5195,06824,41.1692,-73.2681
Paul Mitchell the School-North Haven,06473,06473,41.3822,-72.8585
Connecticut State Community College,06103,06103,41.7672,-72.676
Rensselaer at Hartford,06120,06120,41.786,-72.6758
Hartford School of Music,06105-2891,06105,41.7691,-72.701
American Institute-West Hartford,06110-1922,06110,41.7326,-72.7337
Hartford International University for Religion and Peace,06105-2260,06105,41.7691,-72.701
University of Hartford,06117-1599,06117,41.79,-72.7457
Holy Apostles College and Seminary,06416-2005,06416,41.6105,-72.6663
Connecticut State Community College Housatonic,06604-4704,06604,41.1796,-73.2019
Sanford-Brown College-Farmington,06032,06032,41.7284,-72.8415
The Leon Institute of Hair Design,06604-4226,06604,41.1796,-73.2019
Lyme Academy College of Fine Arts,06371,06371,41.3347,-72.3086
Manchester Community College,06040,06040,41.7777,-72.5244
Naugatuck Valley Community College,06708-3089,06708,41.5511,-73.0645
Middlesex Community College,06457-4829,06457,41.5569,-72.6652
Mitchell College,06320,06320,41.3507,-72.1062
Three Rivers Community College,06360,06360,41.5371,-72.0849
Renasci Academy of Hair Inc,06850,06850,41.1222,-73.4358
Lincoln Technical Institute-New Britain,06051,06051,41.6667,-72.7722
New England Tractor Trailer Training School of Connecticut,06071,06071,41.9978,-72.4583
University of New Haven,06516-1916,06516,41.2701,-72.9638
Ridley-Lowell Business & Technical Institute-New London,06320,06320,41.3507,-72.1062
Connecticut State Community College Norwalk,06854,06854,41.0957,-73.4285
Northwestern Connecticut Community College,06098,06098,41.9252,-73.0663
Paier College,06606,06606,41.2091,-73.2086
Marinello Schools of Beauty-Meriden,06450,06450,41.5334,-72.7997
Porter & Chester Institute,06610,06610,41.2005,-73.1688
Post University,06723,06723,41.5582,-73.0515
Quinebaug Valley Community College,06239-1436,06239,41.7982,-71.8807
Quinnipiac University,06518,06518,41.4097,-72.911
Sacred Heart University,06825-1000,06825,41.1928,-73.2402
